,country_or_area,commodity_transaction,year,unit,quantity,quantity_footnotes,category
16242,Netherlands,Aviation gasoline - Final consumption,1990,"Metric tons,  thousand",5.0,,aviation_gasoline
16243,New Caledonia,Aviation gasoline - Final consumption,2014,"Metric tons,  thousand",0.258916,,aviation_gasoline
16244,New Caledonia,Aviation gasoline - Final consumption,2013,"Metric tons,  thousand",0.28,,aviation_gasoline
16245,New Caledonia,Aviation gasoline - Final consumption,2012,"Metric tons,  thousand",0.3,,aviation_gasoline
16246,New Caledonia,Aviation gasoline - Final consumption,2011,"Metric tons,  thousand",0.29,,aviation_gasoline
16247,New Caledonia,Aviation gasoline - Final consumption,2010,"Metric tons,  thousand",0.25,,aviation_gasoline
16248,New Caledonia,Aviation gasoline - Final consumption,2009,"Metric tons,  thousand",0.26,,aviation_gasoline
16249,New Caledonia,Aviation gasoline - Final consumption,2008,"Metric tons,  thousand",0.28,,aviation_gasoline
16250,New Caledonia,Aviation gasoline - Final consumption,2007,"Metric tons,  thousand",0.27,,aviation_gasoline
16251,New Caledonia,Aviation gasoline - Final consumption,2006,"Metric tons,  thousand",0.23,,aviation_gasoline
16252,New Caledonia,Aviation gasoline - Final consumption,2005,"Metric tons,  thousand",0.22,1.0,aviation_gasoline
16253,New Caledonia,Aviation gasoline - Final consumption,2004,"Metric tons,  thousand",0.27,,aviation_gasoline
16254,New Caledonia,Aviation gasoline - Final consumption,2003,"Metric tons,  thousand",0.22,,aviation_gasoline
16255,New Caledonia,Aviation gasoline - Final consumption,2002,"Metric tons,  thousand",0.27,,aviation_gasoline
16256,New Caledonia,Aviation gasoline - Final consumption,2001,"Metric tons,  thousand",0.24,,aviation_gasoline
16257,New Caledonia,Aviation gasoline - Final consumption,2000,"Metric tons,  thousand",0.24,,aviation_gasoline
16258,New Caledonia,Aviation gasoline - Final consumption,1999,"Metric tons,  thousand",0.26,,aviation_gasoline
16259,New Caledonia,Aviation gasoline - Final consumption,1998,"Metric tons,  thousand",0.27,,aviation_gasoline
16260,New Caledonia,Aviation gasoline - Final consumption,1997,"Metric tons,  thousand",0.31,,aviation_gasoline
16261,New Caledonia,Aviation gasoline - Final consumption,1996,"Metric tons,  thousand",0.35,,aviation_gasoline
16262,New Caledonia,Aviation gasoline - Final consumption,1995,"Metric tons,  thousand",0.44,,aviation_gasoline
16263,New Caledonia,Aviation gasoline - Final consumption,1994,"Metric tons,  thousand",0.34,,aviation_gasoline
16264,New Caledonia,Aviation gasoline - Final consumption,1993,"Metric tons,  thousand",0.33,,aviation_gasoline
16265,New Caledonia,Aviation gasoline - Final consumption,1992,"Metric tons,  thousand",0.3,,aviation_gasoline
16266,New Caledonia,Aviation gasoline - Final consumption,1991,"Metric tons,  thousand",0.35,,aviation_gasoline
16267,New Caledonia,Aviation gasoline - Final consumption,1990,"Metric tons,  thousand",0.24,,aviation_gasoline
16268,New Zealand,Aviation gasoline - Final consumption,2014,"Metric tons,  thousand",10.0,,aviation_gasoline
16269,New Zealand,Aviation gasoline - Final consumption,2013,"Metric tons,  thousand",10.0,,aviation_gasoline
16270,New Zealand,Aviation gasoline - Final consumption,2012,"Metric tons,  thousand",11.0,,aviation_gasoline
16271,New Zealand,Aviation gasoline - Final consumption,2011,"Metric tons,  thousand",11.0,,aviation_gasoline
16272,New Zealand,Aviation gasoline - Final consumption,2010,"Metric tons,  thousand",11.0,,aviation_gasoline
16273,New Zealand,Aviation gasoline - Final consumption,2009,"Metric tons,  thousand",11.0,,aviation_gasoline
16274,New Zealand,Aviation gasoline - Final consumption,2008,"Metric tons,  thousand",13.0,,aviation_gasoline
16275,New Zealand,Aviation gasoline - Final consumption,2007,"Metric tons,  thousand",13.0,,aviation_gasoline
16276,New Zealand,Aviation gasoline - Final consumption,2006,"Metric tons,  thousand",13.0,,aviation_gasoline
16277,New Zealand,Aviation gasoline - Final consumption,2005,"Metric tons,  thousand",14.0,,aviation_gasoline
16278,New Zealand,Aviation gasoline - Final consumption,2004,"Metric tons,  thousand",15.0,,aviation_gasoline
16279,New Zealand,Aviation gasoline - Final consumption,2003,"Metric tons,  thousand",14.0,,aviation_gasoline
16280,New Zealand,Aviation gasoline - Final consumption,2002,"Metric tons,  thousand",14.0,,aviation_gasoline
16281,New Zealand,Aviation gasoline - Final consumption,2001,"Metric tons,  thousand",14.0,,aviation_gasoline
16282,New Zealand,Aviation gasoline - Final consumption,2000,"Metric tons,  thousand",15.0,,aviation_gasoline
16283,New Zealand,Aviation gasoline - Final consumption,1999,"Metric tons,  thousand",14.0,,aviation_gasoline
16284,New Zealand,Aviation gasoline - Final consumption,1998,"Metric tons,  thousand",14.0,,aviation_gasoline
16285,New Zealand,Aviation gasoline - Final consumption,1997,"Metric tons,  thousand",15.0,,aviation_gasoline
16286,New Zealand,Aviation gasoline - Final consumption,1996,"Metric tons,  thousand",16.0,,aviation_gasoline
16287,New Zealand,Aviation gasoline - Final consumption,1995,"Metric tons,  thousand",16.0,,aviation_gasoline
16288,New Zealand,Aviation gasoline - Final consumption,1994,"Metric tons,  thousand",12.0,,aviation_gasoline
16289,New Zealand,Aviation gasoline - Final consumption,1993,"Metric tons,  thousand",14.0,,aviation_gasoline
16290,New Zealand,Aviation gasoline - Final consumption,1992,"Metric tons,  thousand",16.0,,aviation_gasoline
16291,New Zealand,Aviation gasoline - Final consumption,1991,"Metric tons,  thousand",13.0,,aviation_gasoline
16292,New Zealand,Aviation gasoline - Final consumption,1990,"Metric tons,  thousand",15.0,,aviation_gasoline
16293,Nicaragua,Aviation gasoline - Final consumption,1999,"Metric tons,  thousand",1.0,,aviation_gasoline
16294,Nicaragua,Aviation gasoline - Final consumption,1998,"Metric tons,  thousand",1.0,,aviation_gasoline
16295,Nicaragua,Aviation gasoline - Final consumption,1997,"Metric tons,  thousand",1.0,,aviation_gasoline
16296,Nicaragua,Aviation gasoline - Final consumption,1996,"Metric tons,  thousand",1.0,,aviation_gasoline
16297,Nicaragua,Aviation gasoline - Final consumption,1995,"Metric tons,  thousand",1.0,,aviation_gasoline
16298,Nicaragua,Aviation gasoline - Final consumption,1994,"Metric tons,  thousand",1.0,,aviation_gasoline
16299,Nicaragua,Aviation gasoline - Final consumption,1993,"Metric tons,  thousand",1.0,,aviation_gasoline
16300,Nicaragua,Aviation gasoline - Final consumption,1992,"Metric tons,  thousand",1.0,,aviation_gasoline
16301,Nicaragua,Aviation gasoline - Final consumption,1991,"Metric tons,  thousand",1.0,,aviation_gasoline
16302,Nicaragua,Aviation gasoline - Final consumption,1990,"Metric tons,  thousand",1.0,,aviation_gasoline
16303,Niger,Aviation gasoline - Final consumption,2002,"Metric tons,  thousand",1.0,1.0,aviation_gasoline
16304,Niger,Aviation gasoline - Final consumption,2001,"Metric tons,  thousand",1.0,1.0,aviation_gasoline
16305,Niger,Aviation gasoline - Final consumption,2000,"Metric tons,  thousand",1.0,1.0,aviation_gasoline
16306,Niger,Aviation gasoline - Final consumption,1999,"Metric tons,  thousand",1.0,1.0,aviation_gasoline
16307,Niger,Aviation gasoline - Final consumption,1998,"Metric tons,  thousand",1.0,1.0,aviation_gasoline
16308,Niger,Aviation gasoline - Final consumption,1997,"Metric tons,  thousand",1.0,1.0,aviation_gasoline
16309,Niger,Aviation gasoline - Final consumption,1996,"Metric tons,  thousand",1.0,1.0,aviation_gasoline
16310,Niger,Aviation gasoline - Final consumption,1995,"Metric tons,  thousand",1.0,1.0,aviation_gasoline
16311,Niger,Aviation gasoline - Final consumption,1994,"Metric tons,  thousand",1.0,1.0,aviation_gasoline
16312,Niger,Aviation gasoline - Final consumption,1993,"Metric tons,  thousand",1.0,1.0,aviation_gasoline
16313,Niger,Aviation gasoline - Final consumption,1992,"Metric tons,  thousand",1.0,1.0,aviation_gasoline
16314,Niger,Aviation gasoline - Final consumption,1991,"Metric tons,  thousand",1.0,1.0,aviation_gasoline
16315,Niger,Aviation gasoline - Final consumption,1990,"Metric tons,  thousand",1.0,1.0,aviation_gasoline
16316,Niue,Aviation gasoline - Final consumption,2014,"Metric tons,  thousand",0.023,1.0,aviation_gasoline
16317,Niue,Aviation gasoline - Final consumption,2013,"Metric tons,  thousand",0.023,1.0,aviation_gasoline
16318,Niue,Aviation gasoline - Final consumption,2012,"Metric tons,  thousand",0.023,1.0,aviation_gasoline
16319,Niue,Aviation gasoline - Final consumption,2011,"Metric tons,  thousand",0.023,1.0,aviation_gasoline
16320,Niue,Aviation gasoline - Final consumption,2010,"Metric tons,  thousand",0.023,1.0,aviation_gasoline
16321,Niue,Aviation gasoline - Final consumption,2009,"Metric tons,  thousand",0.02,1.0,aviation_gasoline
16322,Niue,Aviation gasoline - Final consumption,2008,"Metric tons,  thousand",0.02,1.0,aviation_gasoline
16323,Niue,Aviation gasoline - Final consumption,2007,"Metric tons,  thousand",0.02,1.0,aviation_gasoline
16324,Niue,Aviation gasoline - Final consumption,2006,"Metric tons,  thousand",0.01,1.0,aviation_gasoline
16325,Niue,Aviation gasoline - Final consumption,2005,"Metric tons,  thousand",0.01,1.0,aviation_gasoline
16326,Niue,Aviation gasoline - Final consumption,2004,"Metric tons,  thousand",0.01,1.0,aviation_gasoline
16327,Niue,Aviation gasoline - Final consumption,2003,"Metric tons,  thousand",0.01,1.0,aviation_gasoline
16328,Norway,Aviation gasoline - Final consumption,2014,"Metric tons,  thousand",2.0,,aviation_gasoline
16329,Norway,Aviation gasoline - Final consumption,2013,"Metric tons,  thousand",1.0,,aviation_gasoline
16330,Norway,Aviation gasoline - Final consumption,2012,"Metric tons,  thousand",2.0,,aviation_gasoline
16331,Norway,Aviation gasoline - Final consumption,2011,"Metric tons,  thousand",2.0,,aviation_gasoline
16332,Norway,Aviation gasoline - Final consumption,2010,"Metric tons,  thousand",2.0,,aviation_gasoline
16333,Norway,Aviation gasoline - Final consumption,2009,"Metric tons,  thousand",2.0,,aviation_gasoline
16334,Norway,Aviation gasoline - Final consumption,2008,"Metric tons,  thousand",2.0,,aviation_gasoline
16335,Norway,Aviation gasoline - Final consumption,2007,"Metric tons,  thousand",2.0,,aviation_gasoline
16336,Norway,Aviation gasoline - Final consumption,2006,"Metric tons,  thousand",2.0,,aviation_gasoline
16337,Norway,Aviation gasoline - Final consumption,2005,"Metric tons,  thousand",2.0,,aviation_gasoline
16338,Norway,Aviation gasoline - Final consumption,2004,"Metric tons,  thousand",4.0,,aviation_gasoline
16339,Norway,Aviation gasoline - Final consumption,2003,"Metric tons,  thousand",3.0,,aviation_gasoline
16340,Norway,Aviation gasoline - Final consumption,2002,"Metric tons,  thousand",4.0,,aviation_gasoline
16341,Norway,Aviation gasoline - Final consumption,2001,"Metric tons,  thousand",3.0,,aviation_gasoline
16342,Norway,Aviation gasoline - Final consumption,2000,"Metric tons,  thousand",3.0,,aviation_gasoline
16343,Norway,Aviation gasoline - Final consumption,1999,"Metric tons,  thousand",0.0,,aviation_gasoline
16344,Norway,Aviation gasoline - Final consumption,1998,"Metric tons,  thousand",0.0,,aviation_gasoline
16345,Norway,Aviation gasoline - Final consumption,1997,"Metric tons,  thousand",1.0,,aviation_gasoline
16346,Norway,Aviation gasoline - Final consumption,1996,"Metric tons,  thousand",2.0,,aviation_gasoline
16347,Norway,Aviation gasoline - Final consumption,1995,"Metric tons,  thousand",1.0,,aviation_gasoline
16348,Norway,Aviation gasoline - Final consumption,1994,"Metric tons,  thousand",3.0,,aviation_gasoline
16349,Norway,Aviation gasoline - Final consumption,1993,"Metric tons,  thousand",2.0,,aviation_gasoline
16350,Norway,Aviation gasoline - Final consumption,1992,"Metric tons,  thousand",3.0,,aviation_gasoline
16351,Norway,Aviation gasoline - Final consumption,1991,"Metric tons,  thousand",3.0,,aviation_gasoline
16352,Norway,Aviation gasoline - Final consumption,1990,"Metric tons,  thousand",3.0,,aviation_gasoline
16353,Other Asia,Aviation gasoline - Final consumption,1999,"Metric tons,  thousand",1.0,,aviation_gasoline
16354,Other Asia,Aviation gasoline - Final consumption,1998,"Metric tons,  thousand",1.0,,aviation_gasoline
16355,Other Asia,Aviation gasoline - Final consumption,1997,"Metric tons,  thousand",1.0,,aviation_gasoline
16356,Other Asia,Aviation gasoline - Final consumption,1996,"Metric tons,  thousand",1.0,,aviation_gasoline
16357,Other Asia,Aviation gasoline - Final consumption,1995,"Metric tons,  thousand",1.0,,aviation_gasoline
16358,Other Asia,Aviation gasoline - Final consumption,1994,"Metric tons,  thousand",1.0,,aviation_gasoline
16359,Other Asia,Aviation gasoline - Final consumption,1993,"Metric tons,  thousand",4.0,,aviation_gasoline
16360,Other Asia,Aviation gasoline - Final consumption,1992,"Metric tons,  thousand",10.0,,aviation_gasoline
16361,Other Asia,Aviation gasoline - Final consumption,1991,"Metric tons,  thousand",8.0,,aviation_gasoline
16362,Other Asia,Aviation gasoline - Final consumption,1990,"Metric tons,  thousand",13.0,,aviation_gasoline
16363,Pakistan,Aviation gasoline - Final consumption,1997,"Metric tons,  thousand",0.0,,aviation_gasoline
16364,Pakistan,Aviation gasoline - Final consumption,1996,"Metric tons,  thousand",0.0,,aviation_gasoline
16365,Pakistan,Aviation gasoline - Final consumption,1995,"Metric tons,  thousand",0.0,,aviation_gasoline
16366,Pakistan,Aviation gasoline - Final consumption,1994,"Metric tons,  thousand",2.0,,aviation_gasoline
16367,Pakistan,Aviation gasoline - Final consumption,1993,"Metric tons,  thousand",1.0,,aviation_gasoline
16368,Pakistan,Aviation gasoline - Final consumption,1992,"Metric tons,  thousand",2.0,,aviation_gasoline
